Year,Week,Region,Fregion,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2006,1,NE,1,6760,3740,2270,2090,,,,
2006,2,NE,1,6280,3810,2360,2320,,,,
2006,3,NE,1,11190,6320,3680,3690,,,,
2006,4,NE,1,8820,4960,2870,2880,,,,
2006,5,NE,1,10710,5980,3470,3400,,,,
2006,6,NE,1,11000,5950,3350,3360,,,,
2006,7,NE,1,10700,5810,3230,3320,,,,
2006,8,NE,1,10140,5560,3050,3240,,,,
2006,9,NE,1,8800,4870,2700,2770,,,,
2006,10,NE,1,11280,6170,3410,3560,,,,
2006,11,NE,1,10500,5840,3230,3420,,,,
2006,12,NE,1,10750,5950,3170,3590,,,,
2006,13,NE,1,11180,6100,3350,3500,,,,
2006,14,NE,1,10880,5880,3150,3400,,,,
2006,15,NE,1,10020,5460,2920,3070,,,,
2006,16,NE,1,9630,5110,2740,2860,,,,
2006,17,NE,1,9270,5000,2710,2780,,,,
2006,18,NE,1,10030,5530,3040,3130,,,,
2006,19,NE,1,10120,5730,3010,3340,,,,
2006,20,NE,1,9790,5480,2920,3260,,,,
2006,21,NE,1,9780,5460,2880,3270,,,,
2006,22,NE,1,9230,5110,2720,2970,,,,
2006,23,NE,1,6870,3790,2090,2220,,,,
2006,24,NE,1,8960,4970,2660,2910,,,,
2006,25,NE,1,9910,5550,2960,3180,,,,
2006,26,NE,1,9070,5090,2740,3090,,,,
2006,27,NE,1,8640,4830,2660,2860,,,,
2006,28,NE,1,5900,3310,1820,1960,,,,
2006,29,NE,1,8650,4820,2580,2810,,,,
2006,30,NE,1,8300,4640,2480,2740,,,,
2006,31,NE,1,8430,4670,2520,2670,,,,
2006,32,NE,1,8190,4510,2480,2640,,,,
2006,33,NE,1,8480,4730,2560,2800,,,,
2006,34,NE,1,8360,4560,2400,2540,,,,
2006,35,NE,1,8440,4660,2520,2690,,,,
2006,36,NE,1,8350,4480,2350,2590,,,,
2006,37,NE,1,6080,3410,1810,2010,,,,
2006,38,NE,1,8380,4550,2390,2670,,,,
2006,39,NE,1,8520,4720,2450,2720,,,,
2006,40,NE,1,8830,4870,2590,2740,,,,
2006,41,NE,1,8550,4750,2490,2740,,,,
2006,42,NE,1,6620,3730,1990,2200,,,,
2006,43,NE,1,7570,4330,2270,2550,,,,
2006,44,NE,1,7960,4520,2420,2670,,,,
2006,45,NE,1,8110,4580,2470,2690,,,,
2006,46,NE,1,6280,3510,1890,2020,,,,
2006,47,NE,1,9220,5060,2700,2950,,,,
2006,48,NE,1,6810,3720,1950,2100,,,,
2006,49,NE,1,8120,4610,2450,2670,,,,
2006,50,NE,1,8070,4600,2510,2680,,,,
2006,51,NE,1,7940,4410,2430,2580,,,,
2006,52,NE,1,10470,5820,3190,3400,,,,
2007,1,NE,1,7120,4060,2320,2440,5.33,8.56,2.2,16.75
2007,2,NE,1,3040,1830,1080,1150,-51.59,-51.97,-54.24,-50.43
2007,3,NE,1,13610,7980,4560,4780,21.63,26.27,23.91,29.54
2007,4,NE,1,8870,5040,2760,3000,0.57,1.61,-3.83,4.17
2007,5,NE,1,10130,5700,3090,3360,-5.42,-4.68,-10.95,-1.18
2007,6,NE,1,10590,5840,3220,3260,-3.73,-1.85,-3.88,-2.98
2007,7,NE,1,9980,5510,2910,3090,-6.73,-5.16,-9.91,-6.93
2007,8,NE,1,8920,4870,2580,2820,-12.03,-12.41,-15.41,-12.96
2007,9,NE,1,7950,4240,2270,2360,-9.66,-12.94,-15.93,-14.8
2007,10,NE,1,11060,5940,3030,3320,-1.95,-3.73,-11.14,-6.74
2007,11,NE,1,11210,6270,3260,3640,6.76,7.36,0.93,6.43
2007,12,NE,1,10160,5620,2870,3320,-5.49,-5.55,-9.46,-7.52
2007,13,NE,1,9940,5530,2820,3220,-11.09,-9.34,-15.82,-8.0
2007,14,NE,1,10200,5610,2880,3240,-6.25,-4.59,-8.57,-4.71
2007,15,NE,1,9980,5470,2870,3120,-0.4,0.18,-1.71,1.63
2007,16,NE,1,9210,4990,2640,2720,-4.36,-2.35,-3.65,-4.9
2007,17,NE,1,9920,5300,2730,3030,7.01,6.0,0.74,8.99
2007,18,NE,1,10140,5540,2790,3180,1.1,0.18,-8.22,1.6
2007,19,NE,1,10210,5690,2980,3330,0.89,-0.7,-1.0,-0.3
2007,20,NE,1,9310,5220,2720,3030,-4.9,-4.74,-6.85,-7.06
2007,21,NE,1,9560,5370,2750,3110,-2.25,-1.65,-4.51,-4.89
2007,22,NE,1,9600,5340,2820,3160,4.01,4.5,3.68,6.4
2007,23,NE,1,7330,4050,2130,2390,6.7,6.86,1.91,7.66
2007,24,NE,1,9710,5350,2800,3080,8.37,7.65,5.26,5.84
2007,25,NE,1,9230,5110,2640,2940,-6.86,-7.93,-10.81,-7.55
2007,26,NE,1,8670,4790,2480,2880,-4.41,-5.89,-9.49,-6.8
2007,27,NE,1,8680,4880,2580,2870,0.46,1.04,-3.01,0.35
2007,28,NE,1,6760,3770,1950,2250,14.58,13.9,7.14,14.8
2007,29,NE,1,8860,4860,2610,2760,2.43,0.83,1.16,-1.78
2007,30,NE,1,8360,4610,2380,2690,0.72,-0.65,-4.03,-1.82
2007,31,NE,1,7840,4250,2230,2470,-7.0,-8.99,-11.51,-7.49
2007,32,NE,1,9440,5160,2680,2940,15.26,14.41,8.06,11.36
2007,33,NE,1,8360,4620,2370,2770,-1.42,-2.33,-7.42,-1.07
2007,34,NE,1,8220,4470,2310,2550,-1.67,-1.97,-3.75,0.39
2007,35,NE,1,8530,4750,2440,2730,1.07,1.93,-3.17,1.49
2007,36,NE,1,8240,4490,2330,2560,-1.32,0.22,-0.85,-1.16
2007,37,NE,1,5570,2980,1490,1670,-8.39,-12.61,-17.68,-16.92
2007,38,NE,1,8210,4560,2260,2670,-2.03,0.22,-5.44,0.0
2007,39,NE,1,10560,5290,2520,3090,23.94,12.08,2.86,13.6
2007,40,NE,1,9500,4650,2190,2720,7.59,-4.52,-15.44,-0.73
2007,41,NE,1,9660,4730,2080,2910,12.98,-0.42,-16.47,6.2
2007,42,NE,1,7350,3540,1560,2090,11.03,-5.09,-21.61,-5.0
2007,43,NE,1,8960,4310,1900,2560,18.36,-0.46,-16.3,0.39
2007,44,NE,1,8940,4430,2010,2580,12.31,-1.99,-16.94,-3.37
2007,45,NE,1,8640,4230,1870,2540,6.54,-7.64,-24.29,-5.58
2007,46,NE,1,8400,4100,1820,2430,33.76,16.81,-3.7,20.3
2007,47,NE,1,7400,3600,1610,2100,-19.74,-28.85,-40.37,-28.81
2007,48,NE,1,6070,2950,1370,1740,-10.87,-20.7,-29.74,-17.14
2007,49,NE,1,7980,3960,1900,2350,-1.72,-14.1,-22.45,-11.99
2007,50,NE,1,8510,4160,1920,2450,5.45,-9.57,-23.51,-8.58
2007,51,NE,1,8200,4060,1900,2350,3.27,-7.94,-21.81,-8.91
2007,52,NE,1,8600,4220,2080,2430,-17.86,-27.49,-34.8,-28.53
2008,1,NE,1,5740,2830,1490,1650,-19.38,-30.3,-35.78,-32.38
2008,2,NE,1,5890,3100,1660,1870,93.75,69.4,53.7,62.61
2008,3,NE,1,10480,5270,2490,3080,-23.0,-33.96,-45.39,-35.56
2008,4,NE,1,10460,5210,2390,3040,17.93,3.37,-13.41,1.33
2008,5,NE,1,9080,4410,2030,2530,-10.37,-22.63,-34.3,-24.7
2008,6,NE,1,10220,4990,2220,2810,-3.49,-14.55,-31.06,-13.8
2008,7,NE,1,9890,4880,2250,2830,-0.9,-11.43,-22.68,-8.41
2008,8,NE,1,9270,4480,2020,2550,3.92,-8.01,-21.71,-9.57
2008,9,NE,1,8440,4020,1860,2270,6.16,-5.19,-18.06,-3.81
2008,10,NE,1,10170,4930,2190,2700,-8.05,-17.0,-27.72,-18.67
2008,11,NE,1,10140,4980,2270,2840,-9.55,-20.57,-30.37,-21.98
2008,12,NE,1,10030,4860,2180,2790,-1.28,-13.52,-24.04,-15.96
2008,13,NE,1,9890,4780,2060,2820,-0.5,-13.56,-26.95,-12.42
2008,14,NE,1,9730,4720,2140,2660,-4.61,-15.86,-25.69,-17.9
2008,15,NE,1,10100,4870,2170,2700,1.2,-10.97,-24.39,-13.46
2008,16,NE,1,9830,4590,1990,2540,6.73,-8.02,-24.62,-6.62
2008,17,NE,1,9500,4570,1990,2550,-4.23,-13.77,-27.11,-15.84
2008,18,NE,1,8870,4410,1930,2520,-12.52,-20.4,-30.82,-20.75
2008,19,NE,1,9430,4700,2190,2710,-7.64,-17.4,-26.51,-18.62
2008,20,NE,1,9530,4750,2130,2720,2.36,-9.0,-21.69,-10.23
2008,21,NE,1,9450,4600,2060,2620,-1.15,-14.34,-25.09,-15.76
2008,22,NE,1,9160,4470,2030,2560,-4.58,-16.29,-28.01,-18.99
2008,23,NE,1,7310,3610,1600,2060,-0.27,-10.86,-24.88,-13.81
2008,24,NE,1,9050,4380,1990,2530,-6.8,-18.13,-28.93,-17.86
2008,25,NE,1,8240,4020,1820,2370,-10.73,-21.33,-31.06,-19.39
2008,26,NE,1,8420,4130,1820,2450,-2.88,-13.78,-26.61,-14.93
2008,27,NE,1,7280,3550,1650,2060,-16.13,-27.25,-36.05,-28.22
2008,28,NE,1,6820,3450,1570,2010,0.89,-8.49,-19.49,-10.67
2008,29,NE,1,8180,3960,1780,2280,-7.67,-18.52,-31.8,-17.39
2008,30,NE,1,8370,4120,1750,2330,0.12,-10.63,-26.47,-13.38
2008,31,NE,1,8410,4080,1840,2320,7.27,-4.0,-17.49,-6.07
2008,32,NE,1,8340,4030,1740,2310,-11.65,-21.9,-35.07,-21.43
2008,33,NE,1,9730,4420,2090,2320,16.39,-4.33,-11.81,-16.25
2008,34,NE,1,8080,3910,1790,2200,-1.7,-12.53,-22.51,-13.73
2008,35,NE,1,8040,3830,1650,2210,-5.74,-19.37,-32.38,-19.05
2008,36,NE,1,7770,3780,1740,2120,-5.7,-15.81,-25.32,-17.19
2008,37,NE,1,6700,3180,1460,1820,20.29,6.71,-2.01,8.98
2008,38,NE,1,8390,4020,1750,2310,2.19,-11.84,-22.57,-13.48
2008,39,NE,1,8260,4130,1870,2350,-21.78,-21.93,-25.79,-23.95
2008,40,NE,1,8280,4160,1870,2360,-12.84,-10.54,-14.61,-13.24
2008,41,NE,1,7900,3860,1700,2270,-18.22,-18.39,-18.27,-21.99
2008,42,NE,1,7900,3790,1640,2170,7.48,7.06,5.13,3.83
2008,43,NE,1,6710,3300,1450,1900,-25.11,-23.43,-23.68,-25.78
2008,44,NE,1,7950,3930,1740,2210,-11.07,-11.29,-13.43,-14.34
2008,45,NE,1,7600,3750,1610,2140,-12.04,-11.35,-13.9,-15.75
2008,46,NE,1,7450,3640,1660,2070,-11.31,-11.22,-8.79,-14.81
2008,47,NE,1,7110,3390,1490,1980,-3.92,-5.83,-7.45,-5.71
2008,48,NE,1,7960,3850,1700,2190,31.14,30.51,24.09,25.86
2008,49,NE,1,5230,2580,1140,1510,-34.46,-34.85,-40.0,-35.74
2008,50,NE,1,7430,3620,1620,2120,-12.69,-12.98,-15.62,-13.47
2008,51,NE,1,7400,3710,1770,2120,-9.76,-8.62,-6.84,-9.79
2008,52,NE,1,7070,3460,1640,1960,-17.79,-18.01,-21.15,-19.34
2008,53,NE,1,3960,2000,1040,1170,,,,
2009,1,NE,1,5340,2640,1310,1500,-6.97,-6.71,-12.08,-9.09
2009,2,NE,1,9400,4790,2390,2690,59.59,54.52,43.98,43.85
2009,3,NE,1,8850,4370,2090,2510,-15.55,-17.08,-16.06,-18.51
2009,4,NE,1,7730,3770,1760,2120,-26.1,-27.64,-26.36,-30.26
2009,5,NE,1,8840,4150,1880,2290,-2.64,-5.9,-7.39,-9.49
2009,6,NE,1,8770,4230,1910,2390,-14.19,-15.23,-13.96,-14.95
2009,7,NE,1,8570,4020,1810,2310,-13.35,-17.62,-19.56,-18.37
2009,8,NE,1,8050,3840,1700,2190,-13.16,-14.29,-15.84,-14.12
2009,9,NE,1,9320,4420,1940,2500,10.43,9.95,4.3,10.13
2009,10,NE,1,8930,4280,1810,2420,-12.19,-13.18,-17.35,-10.37
2009,11,NE,1,9120,4450,1910,2510,-10.06,-10.64,-15.86,-11.62
2009,12,NE,1,9530,4590,2050,2610,-4.99,-5.56,-5.96,-6.45
2009,13,NE,1,9600,4550,2070,2550,-2.93,-4.81,0.49,-9.57
2009,14,NE,1,9270,4300,1930,2410,-4.73,-8.9,-9.81,-9.4
2009,15,NE,1,8470,4010,1730,2240,-16.14,-17.66,-20.28,-17.04
2009,16,NE,1,8260,3830,1650,2110,-15.97,-16.56,-17.09,-16.93
2009,17,NE,1,8850,4330,1920,2460,-6.84,-5.25,-3.52,-3.53
2009,18,NE,1,8810,4420,2020,2490,-0.68,0.23,4.66,-1.19
2009,19,NE,1,8840,4320,1940,2510,-6.26,-8.09,-11.42,-7.38
2009,20,NE,1,8690,4250,1920,2370,-8.81,-10.53,-9.86,-12.87
2009,21,NE,1,8430,4030,1780,2350,-10.79,-12.39,-13.59,-10.31
2009,22,NE,1,7020,3390,1520,1940,-23.36,-24.16,-25.12,-24.22
2009,23,NE,1,8810,4190,1880,2300,20.52,16.07,17.5,11.65
2009,24,NE,1,8530,4080,1840,2300,-5.75,-6.85,-7.54,-9.09
2009,25,NE,1,8600,4170,1910,2290,4.37,3.73,4.95,-3.38
2009,26,NE,1,8260,3920,1740,2260,-1.9,-5.08,-4.4,-7.76
2009,27,NE,1,6750,3270,1460,1880,-7.28,-7.89,-11.52,-8.74
2009,28,NE,1,8000,3860,1720,2190,17.3,11.88,9.55,8.96
2009,29,NE,1,7910,3780,1670,2200,-3.3,-4.55,-6.18,-3.51
2009,30,NE,1,8030,3840,1690,2200,-4.06,-6.8,-3.43,-5.58
2009,31,NE,1,7900,3820,1700,2160,-6.06,-6.37,-7.61,-6.9
2009,32,NE,1,7680,3700,1590,2080,-7.91,-8.19,-8.62,-9.96
2009,33,NE,1,7580,3570,1570,2010,-22.1,-19.23,-24.88,-13.36
2009,34,NE,1,7380,3570,1580,2030,-8.66,-8.7,-11.73,-7.73
2009,35,NE,1,7830,3750,1610,2150,-2.61,-2.09,-2.42,-2.71
2009,36,NE,1,7790,3610,1590,2070,0.26,-4.5,-8.62,-2.36
2009,37,NE,1,6290,2930,1260,1670,-6.12,-7.86,-13.7,-8.24
2009,38,NE,1,7920,3730,1620,2140,-5.6,-7.21,-7.43,-7.36
2009,39,NE,1,8300,3900,1700,2270,0.48,-5.57,-9.09,-3.4
2009,40,NE,1,7840,3610,1560,2090,-5.31,-13.22,-16.58,-11.44
2009,41,NE,1,8190,3760,1580,2160,3.67,-2.59,-7.06,-4.85
2009,42,NE,1,6870,3320,1390,1940,-13.04,-12.4,-15.24,-10.6
2009,43,NE,1,8320,4010,1670,2350,23.99,21.52,15.17,23.68
2009,44,NE,1,8300,3890,1680,2270,4.4,-1.02,-3.45,2.71
2009,45,NE,1,7880,3770,1580,2220,3.68,0.53,-1.86,3.74
2009,46,NE,1,7460,3520,1520,2010,0.13,-3.3,-8.43,-2.9
2009,47,NE,1,7960,3800,1680,2120,11.95,12.09,12.75,7.07
2009,48,NE,1,5730,2670,1120,1500,-28.02,-30.65,-34.12,-31.51
2009,49,NE,1,7680,3640,1610,2080,46.85,41.09,41.23,37.75
2009,50,NE,1,7980,3720,1670,2080,7.4,2.76,3.09,-1.89
2009,51,NE,1,7910,3700,1690,2050,6.89,-0.27,-4.52,-3.3
2009,52,NE,1,5420,2600,1280,1470,-23.34,-24.86,-21.95,-25.0
2010,1,NE,1,5050,2440,1200,1330,-5.43,-7.58,-8.4,-11.33
2010,2,NE,1,9900,4780,2370,2830,5.32,-0.21,-0.84,5.2
2010,3,NE,1,9080,4400,1970,2560,2.6,0.69,-5.74,1.99
2010,4,NE,1,8580,4090,1840,2250,11.0,8.49,4.55,6.13
2010,5,NE,1,10190,4730,2120,2590,15.27,13.98,12.77,13.1
2010,6,NE,1,9670,4540,2000,2500,10.26,7.33,4.71,4.6
2010,7,NE,1,8180,3810,1650,2130,-4.55,-5.22,-8.84,-7.79
2010,8,NE,1,8260,3730,1550,2080,2.61,-2.86,-8.82,-5.02
2010,9,NE,1,9170,4170,1800,2330,-1.61,-5.66,-7.22,-6.8
2010,10,NE,1,10030,4520,1940,2480,12.32,5.61,7.18,2.48
2010,11,NE,1,10160,4720,1990,2590,11.4,6.07,4.19,3.19
2010,12,NE,1,9070,4390,1860,2510,-4.83,-4.36,-9.27,-3.83
2010,13,NE,1,10540,4760,2010,2630,9.79,4.62,-2.9,3.14
2010,14,NE,1,9600,4370,1890,2350,3.56,1.63,-2.07,-2.49
2010,15,NE,1,8980,4030,1720,2230,6.02,0.5,-0.58,-0.45
2010,16,NE,1,9460,4200,1720,2320,14.53,9.66,4.24,9.95
2010,17,NE,1,9850,4650,1950,2590,11.3,7.39,1.56,5.28
2010,18,NE,1,10020,4710,1990,2600,13.73,6.56,-1.49,4.42
2010,19,NE,1,9400,4400,1860,2520,6.33,1.85,-4.12,0.4
2010,20,NE,1,9410,4360,1820,2440,8.29,2.59,-5.21,2.95
2010,21,NE,1,8940,4140,1730,2370,6.05,2.73,-2.81,0.85
2010,22,NE,1,9330,4390,1820,2470,32.91,29.5,19.74,27.32
2010,23,NE,1,7350,3410,1450,1860,-16.57,-18.62,-22.87,-19.13
2010,24,NE,1,8990,4140,1800,2310,5.39,1.47,-2.17,0.43
2010,25,NE,1,8720,4130,1790,2340,1.4,-0.96,-6.28,2.18
2010,26,NE,1,8610,4070,1690,2260,4.24,3.83,-2.87,0.0
2010,27,NE,1,8230,3830,1660,2190,21.93,17.13,13.7,16.49
2010,28,NE,1,6600,3050,1270,1700,-17.5,-20.98,-26.16,-22.37
2010,29,NE,1,8290,3800,1620,2110,4.8,0.53,-2.99,-4.09
2010,30,NE,1,8060,3780,1600,2000,0.37,-1.56,-5.33,-9.09
2010,31,NE,1,7980,3670,1540,2050,1.01,-3.93,-9.41,-5.09
2010,32,NE,1,8350,3970,1560,2270,8.72,7.3,-1.89,9.13
2010,33,NE,1,7700,3630,1520,2020,1.58,1.68,-3.18,0.5
2010,34,NE,1,8230,3880,1610,2160,11.52,8.68,1.9,6.4
2010,35,NE,1,8270,3850,1600,2110,5.62,2.67,-0.62,-1.86
2010,36,NE,1,8150,3910,1600,2120,4.62,8.31,0.63,2.42
2010,37,NE,1,6460,2960,1210,1600,2.7,1.02,-3.97,-4.19
2010,38,NE,1,8690,4050,1650,2220,9.72,8.58,1.85,3.74
2010,39,NE,1,8960,4120,1660,2280,7.95,5.64,-2.35,0.44
2010,40,NE,1,8600,3970,1620,2170,9.69,9.97,3.85,3.83
2010,41,NE,1,8410,3970,1590,2230,2.69,5.59,0.63,3.24
2010,42,NE,1,7440,3440,1260,1920,8.3,3.61,-9.35,-1.03
2010,43,NE,1,8800,4120,1690,2280,5.77,2.74,1.2,-2.98
2010,44,NE,1,8680,4170,1700,2250,4.58,7.2,1.19,-0.88
2010,45,NE,1,8430,4080,1610,2310,6.98,8.22,1.9,4.05
2010,46,NE,1,8160,3820,1580,2120,9.38,8.52,3.95,5.47
2010,47,NE,1,8730,4120,1620,2260,9.67,8.42,-3.57,6.6
2010,48,NE,1,6060,2800,1060,1580,5.76,4.87,-5.36,5.33
2010,49,NE,1,8180,3860,1620,2170,6.51,6.04,0.62,4.33
2010,50,NE,1,8750,4010,1680,2200,9.65,7.8,0.6,5.77
2010,51,NE,1,6900,3190,1330,1810,-12.77,-13.78,-21.3,-11.71
2010,52,NE,1,6290,3090,1400,1700,16.05,18.85,9.38,15.65
2011,1,NE,1,4450,2170,990,1160,-11.88,-11.07,-17.5,-12.78
2011,2,NE,1,11200,5590,2560,3060,13.13,16.95,8.02,8.13
2011,3,NE,1,9910,4700,1970,2510,9.14,6.82,0.0,-1.95
2011,4,NE,1,9400,4300,1730,2250,9.56,5.13,-5.98,0.0
2011,5,NE,1,10020,4530,1830,2220,-1.67,-4.23,-13.68,-14.29
2011,6,NE,1,9760,4350,1760,2170,0.93,-4.19,-12.0,-13.2
2011,7,NE,1,9970,4550,1850,2310,21.88,19.42,12.12,8.45
2011,8,NE,1,10160,4610,1880,2310,23.0,23.59,21.29,11.06
2011,9,NE,1,9490,4260,1750,2230,3.49,2.16,-2.78,-4.29
2011,10,NE,1,10640,4750,1890,2570,6.08,5.09,-2.58,3.63
2011,11,NE,1,10460,4860,1910,2650,2.95,2.97,-4.02,2.32
2011,12,NE,1,10720,4900,1830,2710,18.19,11.62,-1.61,7.97
2011,13,NE,1,10600,4800,1860,2580,0.57,0.84,-7.46,-1.9
2011,14,NE,1,10770,4870,1980,2540,12.19,11.44,4.76,8.09
2011,15,NE,1,10490,4740,1820,2470,16.82,17.62,5.81,10.76
2011,16,NE,1,9740,4340,1730,2210,2.96,3.33,0.58,-4.74
2011,17,NE,1,8480,3880,1520,2030,-13.91,-16.56,-22.05,-21.62
2011,18,NE,1,5480,2630,1140,1310,-45.31,-44.16,-42.71,-49.62
2011,19,NE,1,9610,4750,2060,2630,2.23,7.95,10.75,4.37
2011,20,NE,1,9320,4440,1900,2480,-0.96,1.83,4.4,1.64
2011,21,NE,1,9490,4430,1880,2350,6.15,7.0,8.67,-0.84
2011,22,NE,1,9090,4340,1830,2350,-2.57,-1.14,0.55,-4.86
2011,23,NE,1,7840,3680,1520,2040,6.67,7.92,4.83,9.68
2011,24,NE,1,9680,4570,1790,2480,7.68,10.39,-0.56,7.36
2011,25,NE,1,9560,4380,1740,2440,9.63,6.05,-2.79,4.27
2011,26,NE,1,9460,4410,1790,2430,9.87,8.35,5.92,7.52
2011,27,NE,1,8810,4020,1620,2250,7.05,4.96,-2.41,2.74
2011,28,NE,1,6900,3180,1230,1750,4.55,4.26,-3.15,2.94
2011,29,NE,1,8280,3790,1480,2070,-0.12,-0.26,-8.64,-1.9
2011,30,NE,1,8630,4030,1630,2220,7.07,6.61,1.88,11.0
2011,31,NE,1,8510,3920,1610,2100,6.64,6.81,4.55,2.44
2011,32,NE,1,8440,3920,1530,2140,1.08,-1.26,-1.92,-5.73
2011,33,NE,1,8370,3860,1570,2040,8.7,6.34,3.29,0.99
2011,34,NE,1,8210,3740,1440,2060,-0.24,-3.61,-10.56,-4.63
2011,35,NE,1,7970,3730,1460,2020,-3.63,-3.12,-8.75,-4.27
2011,36,NE,1,7220,3350,1350,1840,-11.41,-14.32,-15.62,-13.21
2011,37,NE,1,6520,2980,1080,1600,0.93,0.68,-10.74,0.0
2011,38,NE,1,8560,3910,1520,2160,-1.5,-3.46,-7.88,-2.7
2011,39,NE,1,8120,3780,1530,2080,-9.38,-8.25,-7.83,-8.77
2011,40,NE,1,7520,3520,1500,1990,-12.56,-11.34,-7.41,-8.29
2011,41,NE,1,8910,4170,1630,2270,5.95,5.04,2.52,1.79
2011,42,NE,1,7140,3330,1310,1830,-4.03,-3.2,3.97,-4.69
2011,43,NE,1,8580,3980,1570,2150,-2.5,-3.4,-7.1,-5.7
2011,44,NE,1,8420,3870,1550,2170,-3.0,-7.19,-8.82,-3.56
2011,45,NE,1,7960,3740,1430,2110,-5.58,-8.33,-11.18,-8.66
2011,46,NE,1,6810,3130,1240,1730,-16.54,-18.06,-21.52,-18.4
2011,47,NE,1,9430,4380,1780,2440,8.02,6.31,9.88,7.96
2011,48,NE,1,6050,2800,1120,1520,-0.17,0.0,5.66,-3.8
2011,49,NE,1,7920,3720,1500,2030,-3.18,-3.63,-7.41,-6.45
2011,50,NE,1,8230,3860,1600,2060,-5.94,-3.74,-4.76,-6.36
2011,51,NE,1,8440,3960,1720,2140,22.32,24.14,29.32,18.23
2011,52,NE,1,8130,3960,1690,2210,29.25,28.16,20.71,30.0
2012,1,NE,1,670,330,200,180,-84.94,-84.79,-79.8,-84.48
2012,2,NE,1,9030,4650,2110,2550,-19.38,-16.82,-17.58,-16.67
2012,3,NE,1,11460,5440,2340,3030,15.64,15.74,18.78,20.72
2012,4,NE,1,9720,4490,1840,2360,3.4,4.42,6.36,4.89
2012,5,NE,1,8270,3750,1590,1990,-17.47,-17.22,-13.11,-10.36
2012,6,NE,1,10420,4650,1920,2410,6.76,6.9,9.09,11.06
2012,7,NE,1,10460,4630,1930,2400,4.91,1.76,4.32,3.9
2012,8,NE,1,10090,4530,1880,2380,-0.69,-1.74,0.0,3.03
2012,9,NE,1,9690,4250,1630,2240,2.11,-0.23,-6.86,0.45
2012,10,NE,1,10840,4890,1940,2570,1.88,2.95,2.65,0.0
2012,11,NE,1,10660,4790,1930,2530,1.91,-1.44,1.05,-4.53
2012,12,NE,1,10910,4970,1990,2800,1.77,1.43,8.74,3.32
2012,13,NE,1,10350,4840,1930,2640,-2.36,0.83,3.76,2.33
2012,14,NE,1,10880,5010,1960,2730,1.02,2.87,-1.01,7.48
2012,15,NE,1,10270,4650,1840,2490,-2.1,-1.9,1.1,0.81
2012,16,NE,1,9050,4030,1630,2100,-7.08,-7.14,-5.78,-4.98
2012,17,NE,1,9680,4330,1690,2310,14.15,11.6,11.18,13.79
2012,18,NE,1,9850,4620,1900,2510,79.74,75.67,66.67,91.6
2012,19,NE,1,9760,4530,1810,2450,1.56,-4.63,-12.14,-6.84
2012,20,NE,1,9690,4620,1770,2590,3.97,4.05,-6.84,4.44
2012,21,NE,1,9230,4300,1710,2340,-2.74,-2.93,-9.04,-0.43
2012,22,NE,1,8920,4210,1680,2280,-1.87,-3.0,-8.2,-2.98
2012,23,NE,1,7200,3300,1320,1770,-8.16,-10.33,-13.16,-13.24
2012,24,NE,1,9270,4410,1690,2410,-4.24,-3.5,-5.59,-2.82
2012,25,NE,1,8740,3990,1570,2200,-8.58,-8.9,-9.77,-9.84
2012,26,NE,1,8480,3940,1550,2160,-10.36,-10.66,-13.41,-11.11
2012,27,NE,1,8590,4110,1670,2230,-2.5,2.24,3.09,-0.89
2012,28,NE,1,6860,3200,1250,1770,-0.58,0.63,1.63,1.14
2012,29,NE,1,8140,3810,1520,2120,-1.69,0.53,2.7,2.42
2012,30,NE,1,8290,3930,1580,2140,-3.94,-2.48,-3.07,-3.6
2012,31,NE,1,8240,3850,1490,2100,-3.17,-1.79,-7.45,0.0
2012,32,NE,1,8280,3900,1500,2130,-1.9,-0.51,-1.96,-0.47
2012,33,NE,1,8200,3720,1380,2100,-2.03,-3.63,-12.1,2.94
2012,34,NE,1,7930,3700,1490,2030,-3.41,-1.07,3.47,-1.46
2012,35,NE,1,8240,3780,1490,2000,3.39,1.34,2.05,-0.99
2012,36,NE,1,6500,2960,1220,1590,-9.97,-11.64,-9.63,-13.59
2012,37,NE,1,6090,2910,1170,1610,-6.6,-2.35,8.33,0.62
2012,38,NE,1,9550,4370,1690,2370,11.57,11.76,11.18,9.72
2012,39,NE,1,8560,3950,1560,2110,5.42,4.5,1.96,1.44
2012,40,NE,1,8530,3930,1590,2080,13.43,11.65,6.0,4.52
2012,41,NE,1,8720,4000,1530,2200,-2.13,-4.08,-6.13,-3.08
2012,42,NE,1,7080,3210,1240,1780,-0.84,-3.6,-5.34,-2.73
2012,43,NE,1,8440,3830,1480,2100,-1.63,-3.77,-5.73,-2.33
2012,44,NE,1,8590,4030,1540,2250,2.02,4.13,-0.65,3.69
2012,45,NE,1,5420,2460,1010,1310,-31.91,-34.22,-29.37,-37.91
2012,46,NE,1,7040,3320,1340,1810,3.38,6.07,8.06,4.62
2012,47,NE,1,7330,3350,1370,1800,-22.27,-23.52,-23.03,-26.23
2012,48,NE,1,6460,2970,1120,1690,6.78,6.07,0.0,11.18
2012,49,NE,1,7410,3430,1340,1830,-6.44,-7.8,-10.67,-9.85
2012,50,NE,1,7810,3600,1370,1980,-5.1,-6.74,-14.37,-3.88
